id,barcode,name,price,category,category_id,image_url
17015,7793360132483,porotos l.campag.x300gr.alubia,"1.620,00",Almacen,03000000,https://www.lagallega.com.ar/Fotos/Articulos/17015.jpg?v=618
80320,7790681001191,porotos l.egip.x350gr.alubias,"1.629,00",Almacen,03000000,https://www.lagallega.com.ar/Fotos/Articulos/80320.jpg?v=618
64546,7790681000088,porotos l.egip.x500gr.pall.s.s,"5.568,00",Almacen,03000000,https://www.lagallega.com.ar/Fotos/Articulos/64546.jpg?v=618
34415,7790681000415,porotos la egipciana x 500 gr bolita,"1.947,00",Almacen,03000000,https://www.lagallega.com.ar/Fotos/Articulos/34415.jpg?v=618
34736,7798048720211,porotos manteca don elio x 500 gr.,"2.899,00",Almacen,03000000,https://www.lagallega.com.ar/Fotos/Articulos/34736.jpg?v=618
16621,7798096031208,porotos negros doaa pupa x 340 gm,"1.301,86",Almacen,03000000,https://www.lagallega.com.ar/Fotos/Articulos/16621.jpg?v=618
17273,7798048721522,porotos negros don elio x 300 gr.,"1.270,00",Almacen,03000000,https://www.lagallega.com.ar/Fotos/Articulos/17273.jpg?v=618
34745,7798048720150,porotos negros don elio x 500 gr.,"1.934,00",Almacen,03000000,https://www.lagallega.com.ar/Fotos/Articulos/34745.jpg?v=618
48071,7790681001016,porotos negros la egipciana,"2.221,00",Almacen,03000000,https://www.lagallega.com.ar/Fotos/Articulos/48071.jpg?v=618
20771,7790681000941,porotos negros la egipciana lata x 350 gr,"1.776,00",Almacen,03000000,https://www.lagallega.com.ar/Fotos/Articulos/20771.jpg?v=618
5366,7793551000553,porotos pallares en escabeche condimentados marvar,"7.980,00",Almacen,03000000,https://www.lagallega.com.ar/Fotos/Articulos/5366.jpg?v=618
80321,7790681001207,porotos pallares la egipciana x 350 gr.,"2.073,00",Almacen,03000000,https://www.lagallega.com.ar/Fotos/Articulos/80321.jpg?v=618
15608,7790681000378,porotos pallares la egipciana x 500 gr.,"5.428,00",Almacen,03000000,https://www.lagallega.com.ar/Fotos/Articulos/15608.jpg?v=618
30979,7790681000897,porotos pallares las achiras x 500 gr.,"3.759,00",Almacen,03000000,https://www.lagallega.com.ar/Fotos/Articulos/30979.jpg?v=618
13687,7798096031062,porotos secos remojados doaa pupa x 340 gm,"1.179,84",Almacen,03000000,https://www.lagallega.com.ar/Fotos/Articulos/13687.jpg?v=618
13725,7790580129323,postre bc x 60 gm sabor chocolate,"1.134,00",Almacen,03000000,https://www.lagallega.com.ar/Fotos/Articulos/13725.jpg?v=618
10167,7790580135966,postre bc x50gr.dulce de leche,"1.134,00",Almacen,03000000,https://www.lagallega.com.ar/Fotos/Articulos/10167.jpg?v=618
13724,7790580129491,postre bc x50gr.limon crema,"1.134,00",Almacen,03000000,https://www.lagallega.com.ar/Fotos/Articulos/13724.jpg?v=618
27219,7790580141301,postre bon o bon chocolate x 120 gm tentacion,"3.950,00",Almacen,03000000,https://www.lagallega.com.ar/Fotos/Articulos/27219.jpg?v=618
11395,7790580131531,postre en barra cofler chocolinas x 40 gr.,"1.791,00",Almacen,03000000,https://www.lagallega.com.ar/Fotos/Articulos/11395.jpg?v=618
15576,7790070417978,postre exquisita light x 50 gr. vainilla,"1.102,00",Almacen,03000000,https://www.lagallega.com.ar/Fotos/Articulos/15576.jpg?v=618
